id,domain,set,en_hash,en,zh,status,waived_reason,source_file
cards_effect:DS:Deluxe Capacitor,cards_effect,DS,e3c9e84697c3,Deluxe Capacitor,"你可以视为梦神器s作为如同他们为 机械神器.\r\n每回合一次，当你 打出机械神器 (包括此牌一), 抽一张牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Dream Lab,cards_effect,DS,a3222ba14e0c,Dream Lab,你可以支付 1符文更低以 获取神器s在中央牌列.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Dreamkiller,cards_effect,DS,48041cf88ef5,Dreamkiller,获得2战力和 1洞察.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Dreamshaper Jesse,cards_effect,DS,2a42d06a440a,Dreamshaper Jesse,获取顶部卡牌的 梦牌库无需支付费用.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Dreamwillow,cards_effect,DS,51d532d1bd1f,Dreamwillow,"每回合一次，获得1符文.\r\n每回合你首次打出命约英雄时, 获得1洞察.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Dreamwillow Druids,cards_effect,DS,982ce33e67c7,Dreamwillow Druids,选择一项： 获取一个英雄以 费用 5符文或更低无需支付费用; 或将一张卡牌加入你的梦境.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Dust to Dust,cards_effect,DS,84944b21798d,Dust to Dust,摧毁所有神器s你的对手控制.,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DS:Emri, Shadowslayer",cards_effect,DS,ba6a49692ccf,"Emri, Shadowslayer",获得5战力.\r\n你可以花费P视为I本回合.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Engulfing Kraken,cards_effect,DS,fbb81998c283,Engulfing Kraken,"奖励： 获得6荣誉. 拿取一张卡牌随机从 每位对手之梦境, 和将它们加入你的梦境.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Ephemeral Druid,cards_effect,DS,0d4b21c5f1bb,Ephemeral Druid,"获得5荣誉, 然后放逐此牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Ephemeral Inventor,cards_effect,DS,1ab59190725f,Ephemeral Inventor,"获得3符文, 然后放逐此牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Ephemeral Monk,cards_effect,DS,978884e086d5,Ephemeral Monk,"抽 2 卡牌, 然后放逐此牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Ephemeral Ritualist,cards_effect,DS,d73770afb6d3,Ephemeral Ritualist,"获得4战力, 然后放逐此牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Fatality Blades,cards_effect,DS,7b7b2feb4f3b,Fatality Blades,"每回合一次，获得1战力.\r\n每回合一次，当你 击败一个怪物在中央牌列, 获得1洞察.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Fear Wielder,cards_effect,DS,bce959303468,Fear Wielder,"获得3战力.\r\n下次你击败一个怪物在中央牌列本回合, 将一张卡牌加入你的梦境.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Fen Maw,cards_effect,DS,711f14de770e,Fen Maw,奖励： 获得3荣誉. 获得2洞察.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Fleeting Hope Djinn,cards_effect,DS,83efc185580b,Fleeting Hope Djinn,奖励： 获得5荣誉. 加入两卡牌以 你的梦境.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Flytrap Fairy,cards_effect,DS,f323c64e005c,Flytrap Fairy,"获得1符文, 1荣誉, 和 1洞察.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Garden Attendant,cards_effect,DS,601714a08c88,Garden Attendant,获得1洞察.\r\n抽一张牌.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Hedron Berserker,cards_effect,DS,a76e4caa8e53,Hedron Berserker,"获得3符文或 3战力. 若你控制的三 或更高神器s, 获得两者改为.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Hulking Crab,cards_effect,DS,2066958b298f,Hulking Crab,奖励： 获得4荣誉. 每位对手摧毁half的其 神器s进位至多.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:ID34 Detector,cards_effect,DS,68ff9f4ec468,ID34 Detector,"每回合一次，当你 打出机械神器 (包括此牌一), 获得1洞察.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Imaginative Matron,cards_effect,DS,bd828d1e7d46,Imaginative Matron,"抽一张牌, 然后弃掉卡牌.\r\n联合： Return卡牌从 你的弃牌堆以 你的手牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Inquarry Hydra,cards_effect,DS,b71f46d0a5fd,Inquarry Hydra,每回合一次，获得1洞察以 每个机械神器你控制的 (包括此牌一).,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DS:Loa, Sleeping Dragon",cards_effect,DS,fbaee4494ec8,"Loa, Sleeping Dragon",获得3洞察.\r\n抽一张牌.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Loam Summoner,cards_effect,DS,8355736c1126,Loam Summoner,将一张卡牌加入你的梦境.\r\n你可以放逐一张卡牌在你的手牌或弃牌堆.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Lunar Embrace,cards_effect,DS,c48b7559223f,Lunar Embrace,此回合你可以花费R视为P.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Lunar Pack,cards_effect,DS,48e7fe318c70,Lunar Pack,获得2符文.\r\n联合： 获得2洞察.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Nairi's Blessing,cards_effect,DS,cb0a68c22aa9,Nairi's Blessing,"若你打出过三 或更高命约英雄本回合, 你可以获取此 无需支付费用.\r\n获得10荣誉.\r\nONGOING: 你为 视为以 拥有打出过命约英雄每回合.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Nightmare Harvester,cards_effect,DS,229e30630f6b,Nightmare Harvester,获得4战力. 你可以支付 1洞察以 获得4符文改为.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Nightmare Tyrant,cards_effect,DS,82cd1e8b9c73,Nightmare Tyrant,奖励： 获得5荣誉. 获取一个卡牌从 你的梦境无需支付费用.,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DS:Nilus, the Despair",cards_effect,DS,27b06f071d50,"Nilus, the Despair",奖励： 获得7荣誉. 获取顶部三 卡牌的 梦牌库无需支付其 费用.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Nocturnal Seer,cards_effect,DS,071a20139984,Nocturnal Seer,抽一张牌.\r\n你可以支付 1符文更低下次你获取梦生卡牌本回合.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Order of the Gear,cards_effect,DS,02af7451445c,Order of the Gear,"若你控制的四 或更高神器s, 你可以获取此 无需支付费用.\r\nONGOING: 你的机械英雄为 神器s改为. 你可以use其异能每回合一次.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Pasythea's Ward,cards_effect,DS,278798abf44e,Pasythea's Ward,每回合一次，获得1洞察.,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DS:Pasythea, the Aegis",cards_effect,DS,1766c001a9c0,"Pasythea, the Aegis","此英雄视为作为所有派系. 获得3符文, 3战力, 3荣誉.\r\n若你控制的帕西提亚的守护, 你可以获取此 无需支付费用和 将它放置置入你的手牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Planar Aperture,cards_effect,DS,949854d00de9,Planar Aperture,"当你 获取机械神器, 你可以支付 1洞察以 将其直接进入战场.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Puppetmaster,cards_effect,DS,a4a832a21b20,Puppetmaster,奖励： 获得4荣誉. 拿取1洞察从 每位对手.,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DS:Raka, Dreamtender",cards_effect,DS,185bbae179dc,"Raka, Dreamtender",获得5荣誉.\r\n将一张卡牌加入你的梦境.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Reverie Muse,cards_effect,DS,4efc325c4fd4,Reverie Muse,获得1符文.\r\n联合： Double你的R.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Rust Gremlin,cards_effect,DS,aaca7a2c44e5,Rust Gremlin,奖励： 获得1荣誉. 抽一张牌.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Stalk the Shadows,cards_effect,DS,542a4514928a,Stalk the Shadows,此回合你可以击败怪物在 虚空区视为在中央牌列.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Synapse Spire,cards_effect,DS,ebbaf9edcc63,Synapse Spire,"每回合一次，当你 打出机械神器 (包括此牌一), 将一张卡牌加入你的梦境.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:TH07 Tank,cards_effect,DS,65617dacc9bb,TH07 Tank,每回合一次，你可以支付 1洞察以 获得3符文. 你可以花费它们只 以获取机械神器.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Technological Leap,cards_effect,DS,6443c50bccd3,Technological Leap,获取所有神器s在中央牌列无需支付其 费用.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Templar Dragoon,cards_effect,DS,8215507a2cb3,Templar Dragoon,"击败一个怪物以 费用 4 或更低无需支付费用, 或将一张卡牌加入你的梦境.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Test of Faith,cards_effect,DS,c7f367966567,Test of Faith,"展示传送门牌库顶的卡牌. 获取或 击败它 无需支付费用. 若你 获取一个英雄以此方式, 将它放置置入你的手牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Thieving Gryphon,cards_effect,DS,f46fa8db717e,Thieving Gryphon,奖励： 获得2荣誉. 获得2符文.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Tidestalker,cards_effect,DS,a3cff914f3dc,Tidestalker,奖励： 获得4荣誉.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Trinket Harpy,cards_effect,DS,2c4f742b57b8,Trinket Harpy,奖励： 获得3荣誉. 将一张卡牌加入你的梦境.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Unbound Emissary,cards_effect,DS,f462b184d59e,Unbound Emissary,你可以花费I视为R以获取此.\r\n获取或 击败任意卡牌在中央牌列或 你的梦境无需支付费用.,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DS:Verdagris, the Wild",cards_effect,DS,ebd6b86619ee,"Verdagris, the Wild","获得4符文.\r\n每位次 你获取一个英雄本回合, 获得I相等以 其H值.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Verdant Hatchling,cards_effect,DS,9f56782a8043,Verdant Hatchling,获得2荣誉.\r\n联合： 获得2符文.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Vigil's Resolve,cards_effect,DS,8ec6a3f8fa4e,Vigil's Resolve,"当你 打出秘教士, 获得1符文.\r\n当你 打出重装步兵, 获得1战力.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Wicked End,cards_effect,DS,1a63a7535f21,Wicked End,击败一个怪物在中央牌列无需支付费用.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DS:Yggdrasil Canopy,cards_effect,DS,db467e39c50d,Yggdrasil Canopy,"当你 会获得H没有击败怪物, 获得两次该 等量的H改为.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Anointed Askara,cards_effect,DU,c6a10625beb8,Anointed Askara,"抽一张牌.\r\n一次本回合, 当你 获取一个英雄或 神器从中央牌列, 将它放置置入你的手牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Arbiter of the Lost,cards_effect,DU,972c6b68d1a8,Arbiter of the Lost,获得2E.\r\n你可以放逐一张卡牌在你的手牌或弃牌堆.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Arha Mentor,cards_effect,DU,2e8449181812,Arha Mentor,ENERGIZE 2E: 抽一张牌.\r\n你可以放逐一张卡牌从你的手牌. 若你如此做，获取秘教士或 重装步兵无需支付费用和 将它放置置入你的手牌.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Azerax of the Black Watch,cards_effect,DU,a277578fb56c,Azerax of the Black Watch,"ENERGIZE 4E: 将此牌转化为阿泽拉克斯, 尼克斯的天选者. (忽略此牌的其余卡牌之效果.)\r\n获得4战力.\r\n你可以放逐一张卡牌在你的手牌或弃牌堆.",draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DU:Azerax, Nyx's Chosen",cards_effect,DU,509de2714b23,"Azerax, Nyx's Chosen",获得6战力.\r\n你可以放逐任意数量的 卡牌在你的手牌中和/或弃牌堆.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Cacklecast Wretch,cards_effect,DU,40dd9368dc79,Cacklecast Wretch,"若你 拥有已获得 4E或更高本回合, 你可以击败此 无需支付费用.\r\n奖励： 获得4荣誉.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Charging Chamber,cards_effect,DU,08560713dd59,Charging Chamber,"每回合一次，当你 打出机械神器 (包括此牌一), 获得1E.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Crystalline Monk,cards_effect,DU,a463f59eb1d1,Crystalline Monk,获得2符文.\r\n你可以move宝藏从 其下卡牌在中央牌列以 另一卡牌在中央牌列.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Dark Energy Shard,cards_effect,DU,22526b6b632c,Dark Energy Shard,天命： 每位玩家可以放逐一张卡牌在 其弃牌堆.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Dendris the Gladewyrm,cards_effect,DU,438f707edf2b,Dendris the Gladewyrm,"获得2符文, 2战力, 和 2荣誉.\r\nENERGIZE 3E: 获得额外的 2符文, 2战力, 和 2荣誉.",draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DU:Erabus, Son of Nyx",cards_effect,DU,9ff1605b33df,"Erabus, Son of Nyx",击败一个怪物在 虚空区无需支付费用和 将它放置置于其底： 传送门牌库.,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DU:Erabus, the Exiled",cards_effect,DU,14f5f3e5f870,"Erabus, the Exiled","若你打出过黑暗能量碎片本回合, 你支付 2战力更低以 击败此.\r\n奖励： 将此牌转化为埃拉布斯, 之子的 尼克斯和 将它放置置入你的手牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Gem-Eater Leprechaun,cards_effect,DU,5974a6f093a5,Gem-Eater Leprechaun,获得2符文和 2E.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Gemcatcher Spirit,cards_effect,DU,66e49d0d716b,Gemcatcher Spirit,ENERGIZE 2E: 将此牌转化为异界向导. (忽略此牌的其余卡牌之效果.)\r\n抽一张牌.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Hedron Dredger,cards_effect,DU,e9715633cb5d,Hedron Dredger,"每回合一次，若你控制的三 或更高机械神器, 你可以充能神器你控制的.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Honiskrot Chieftain,cards_effect,DU,858cc773a46e,Honiskrot Chieftain,获得3符文.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Honiskrot Tribesman,cards_effect,DU,3fbf287b28c8,Honiskrot Tribesman,ENERGIZE 2E: 将此牌转化为霍尼斯克洛特酋长. (忽略此牌的其余卡牌之效果.)\r\n获得1符文.,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DU:Jakeb, Cobra King",cards_effect,DU,b102f19dcb3d,"Jakeb, Cobra King","获得6荣誉.\r\n当你 获得荣誉从 另一卡牌本回合, 获得两次该 等量的荣誉改为.",draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DU:Jakeb, Cobra Shaman",cards_effect,DU,d31ee050a898,"Jakeb, Cobra Shaman","ENERGIZE 4E: 将此牌转化为杰克布, 眼镜蛇王. (忽略此牌的其余卡牌之效果.)\r\n获得3荣誉.",draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DU:Moken, the Huntmaster",cards_effect,DU,24a0f3c5268a,"Moken, the Huntmaster","获得5荣誉.\r\nAt结束时游戏, 莫肯, 猎主之荣誉值 为相等以 数量为宝藏卡牌在 你的牌库.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Mosaic Horn,cards_effect,DU,0b509d55ebf6,Mosaic Horn,"ENERGIZE 2E: 一次本回合, 获得2符文.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Nightmare Sentinel,cards_effect,DU,1dc373085df9,Nightmare Sentinel,"获得2战力.\r\n下次你击败一个怪物在中央牌列本回合, 你可以放逐一张卡牌在你的手牌或弃牌堆.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Nyxian Ritualist,cards_effect,DU,029ff9bdc7c4,Nyxian Ritualist,获得3战力和 3E.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Otherworldly Guide,cards_effect,DU,eef257ceba7a,Otherworldly Guide,抽两张牌.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Oxipede,cards_effect,DU,dcf45e8939a8,Oxipede,奖励： 获得2荣誉.\r\nENERGIZE 2E: 获得2荣誉.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Phasefiend,cards_effect,DU,ecd80507c8be,Phasefiend,奖励： 获得1荣誉. 你可以放逐一张卡牌在你的手牌或弃牌堆.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Plunder Devil,cards_effect,DU,ff16279be3fe,Plunder Devil,奖励： 获得5荣誉. 你可以获取一个英雄或 神器以 费用 3符文或更低无需支付费用.\r\nENERGIZE 2E: 改为， 你可以获取一个英雄或 神器以 费用 6符文或更低无需支付费用.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Raven Siren,cards_effect,DU,7038a90ec6e1,Raven Siren,获得1符文.\r\n充能： 你支付 1符文更低以 每个 1E你拥有已获得本回合下次你获取一个英雄本回合.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Replication Drone,cards_effect,DU,6bf194f20f59,Replication Drone,你为 视为以 控制额外的机械神器.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Riftwalker's Axe,cards_effect,DU,d54d4d33cf48,Riftwalker's Axe,"ENERGIZE 2E: 一次本回合, 获得2战力.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Scrabbling Squad,cards_effect,DU,e8c9ba984f2a,Scrabbling Squad,获得2符文和 2战力.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Scrap Scrabbler,cards_effect,DU,150d13f231c8,Scrap Scrabbler,ENERGIZE 2E: 将此牌转化为翻捡小队. (忽略此牌的其余卡牌之效果.)\r\n获得1符文和 1战力.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Shardfinder Compass,cards_effect,DU,79cde08e87d4,Shardfinder Compass,你可以放逐此牌以 获取所有的 宝藏s在中央牌列.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Smoke Tyrant,cards_effect,DU,cc4e7b59a6ec,Smoke Tyrant,奖励： 获得4荣誉. 放逐顶部七张卡牌的 传送门牌库.,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DU:Toric, Ascendant",cards_effect,DU,a7b64520f7f2,"Toric, Ascendant",获取一个英雄无需支付费用和 将它放置置入你的手牌.,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DU:Toric, Devoted Disciple",cards_effect,DU,9f26cf166fed,"Toric, Devoted Disciple","ENERGIZE 4E: 将此牌转化为托里克, 飞升者. (忽略此牌的其余卡牌之效果.)\r\n复制效果的 英雄在中央牌列.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Valiant Ascetic,cards_effect,DU,cd5e21ec3131,Valiant Ascetic,你可以放逐此牌以 击败一个怪物以 费用 5战力或更低无需支付费用.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Vault Lich,cards_effect,DU,5caf65c9aa4e,Vault Lich,"天命： 当此牌进入中央牌列时, 放逐每个卡牌在中央牌列以 宝藏其下它.",draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DU:Veya, Handmaiden of Logos",cards_effect,DU,880a8dfbaa44,"Veya, Handmaiden of Logos","选择一项： 获取一个英雄以 费用 6符文或更低无需支付费用, 或击败一个怪物以 费用 6战力或更低无需支付费用.\r\nENERGIZE 2E: 改为， 你可以选择两者.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Voidsworn Champion,cards_effect,DU,b666e35e4e21,Voidsworn Champion,获得4战力.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Voidsworn Warrior,cards_effect,DU,940380586427,Voidsworn Warrior,ENERGIZE 2E: 将此牌转化为誓虚冠军. (忽略此牌的其余卡牌之效果.)\r\n获得1战力.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Webclaw,cards_effect,DU,1dbe1c4e379e,Webclaw,奖励： 获得3荣誉. 每位对手以 三或更高神器s在打出desroys神器其控制的.\r\nENERGIZE 3E: 改为， 每位对手摧毁神器其控制的.,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:DU:Yolocryx, the Guardian",cards_effect,DU,7b16febc3036,"Yolocryx, the Guardian","获得5战力和 额外的 1战力以 每个机械神器你控制的.\r\n当你 打出机械神器, 你可以将此牌返回从 你的弃牌堆以 你的手牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:DU:Yolothian Monolith,cards_effect,DU,e24dd0497f5a,Yolothian Monolith,"ENERGIZE 4E: 将此牌转化为约洛克瑞克斯, 守卫和 将它放置置入你的手牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:Del:Aegis Knight,cards_effect,Del,2f850d76a2b5,Aegis Knight,放逐一张卡牌在你的手牌或弃牌堆. 若你如此做，将它替换以 秘教士或 重装步兵.,draft,,loc/zh-Hans/lua_cards.csv
